"resource","time","server","queue","capacity","queue_size","system","limit","replication"
"c_r1_technician_medic_1_t3",35368.8590901482,0,0,1,Inf,0,Inf,1
"t_PMVAmb_1",35368.8590901482,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_3_facem_1_t1",35369.0318133622,0,0,1,Inf,0,Inf,1
"c_r2eheavy_emerg_3_nurse_1_t1",35369.0318133622,0,0,1,Inf,0,Inf,1
"c_r2eheavy_emerg_3_nurse_2_t1",35369.0318133622,0,0,1,Inf,0,Inf,1
"c_r2eheavy_emerg_3_nurse_3_t1",35369.0318133622,0,0,1,Inf,0,Inf,1
"c_r2eheavy_emerg_3_medic_1_t1",35369.0318133622,0,0,1,Inf,0,Inf,1
"b_r2eheavy_resus_1_t1",35369.0318133622,0,0,1,Inf,0,Inf,1
"b_r2eheavy_ot_3_t1",35369.0318133622,1,13,1,Inf,14,Inf,1
"c_r2eheavy_surg_4_anesthetist_1_t1",35392.2191531823,1,1,1,Inf,2,Inf,1
"c_r2eheavy_surg_4_surgeon_1_t1",35392.2191531823,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_4_surgeon_2_t1",35392.2191531823,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_4_nurse_1_t1",35392.2191531823,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_4_nurse_2_t1",35392.2191531823,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_4_nurse_3_t1",35392.2191531823,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_4_nurse_4_t1",35392.2191531823,0,0,1,Inf,0,Inf,1
"b_r2eheavy_ot_1_t1",35392.2191531823,1,12,1,Inf,13,Inf,1
"b_r2eheavy_icu_3_t1",35392.2191531823,1,0,1,Inf,1,Inf,1
"c_r2eheavy_surg_4_anesthetist_1_t1",35392.2191531823,1,2,1,Inf,3,Inf,1
"c_r2eheavy_surg_4_surgeon_1_t1",35392.2191531823,1,0,1,Inf,1,Inf,1
"c_r2eheavy_surg_4_surgeon_2_t1",35392.2191531823,1,0,1,Inf,1,Inf,1
"c_r2eheavy_surg_4_nurse_1_t1",35392.2191531823,1,0,1,Inf,1,Inf,1
"c_r2eheavy_surg_4_nurse_2_t1",35392.2191531823,1,0,1,Inf,1,Inf,1
"c_r2eheavy_surg_4_nurse_3_t1",35392.2191531823,1,0,1,Inf,1,Inf,1
"c_r2eheavy_surg_4_nurse_4_t1",35392.2191531823,1,0,1,Inf,1,Inf,1
"t_PMVAmb_1",35408.8036373966,0,0,1,Inf,0,Inf,1
"b_r2eheavy_resus_1_t1",35408.8036373966,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_3_facem_1_t1",35408.8036373966,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_3_nurse_1_t1",35408.8036373966,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_3_nurse_2_t1",35408.8036373966,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_3_nurse_3_t1",35408.8036373966,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_3_medic_1_t1",35408.8036373966,1,0,1,Inf,1,Inf,1
"c_r2b_surg_1_anesthetist_1_t2",35420.691880344,0,0,1,Inf,0,Inf,1
"c_r2b_surg_1_surgeon_1_t2",35420.691880344,0,0,1,Inf,0,Inf,1
"c_r2b_surg_1_surgeon_2_t2",35420.691880344,0,0,1,Inf,0,Inf,1
"c_r2b_surg_1_medic_1_t2",35420.691880344,0,0,1,Inf,0,Inf,1
"b_r2b_ot_1_t2",35420.691880344,1,0,1,Inf,1,Inf,1
"c_r2b_evac_1_medic_1_t2",35420.691880344,1,0,1,Inf,1,Inf,1
"c_r2b_evac_1_medic_2_t2",35420.691880344,1,0,1,Inf,1,Inf,1
"c_r2b_surg_1_anesthetist_1_t2",35420.691880344,1,0,1,Inf,1,Inf,1
"c_r2b_surg_1_surgeon_1_t2",35420.691880344,1,0,1,Inf,1,Inf,1
"c_r2b_surg_1_surgeon_2_t2",35420.691880344,1,0,1,Inf,1,Inf,1
"c_r2b_surg_1_medic_1_t2",35420.691880344,1,0,1,Inf,1,Inf,1
"b_r2eheavy_icu_3_t1",35439.9066721904,0,0,1,Inf,0,Inf,1
"c_r2b_surg_1_anesthetist_1_t1",35442.3348360129,0,0,0,Inf,0,Inf,1
"c_r2b_surg_1_surgeon_1_t1",35442.3348360129,0,0,0,Inf,0,Inf,1
"c_r2b_surg_1_surgeon_2_t1",35442.3348360129,0,0,0,Inf,0,Inf,1
"c_r2b_surg_1_medic_1_t1",35442.3348360129,0,0,0,Inf,0,Inf,1
"b_r2b_ot_1_t1",35442.3348360129,0,0,0,Inf,0,Inf,1
"c_r2b_evac_1_medic_1_t1",35442.3348360129,1,0,1,Inf,1,Inf,1
"c_r2b_evac_1_medic_2_t1",35442.3348360129,1,0,1,Inf,1,Inf,1
"c_r2b_evac_1_medic_1_t2",35446.2876889445,0,0,1,Inf,0,Inf,1
"c_r2b_evac_1_medic_2_t2",35446.2876889445,0,0,1,Inf,0,Inf,1
"b_r2eheavy_resus_2_t1",35446.2876889445,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_2_facem_1_t1",35446.2876889445,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_2_nurse_1_t1",35446.2876889445,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_2_nurse_2_t1",35446.2876889445,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_2_nurse_3_t1",35446.2876889445,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_2_medic_1_t1",35446.2876889445,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_3_facem_1_t1",35451.5507858967,0,0,1,Inf,0,Inf,1
"c_r2eheavy_emerg_3_nurse_1_t1",35451.5507858967,0,0,1,Inf,0,Inf,1
"c_r2eheavy_emerg_3_nurse_2_t1",35451.5507858967,0,0,1,Inf,0,Inf,1
"c_r2eheavy_emerg_3_nurse_3_t1",35451.5507858967,0,0,1,Inf,0,Inf,1
"c_r2eheavy_emerg_3_medic_1_t1",35451.5507858967,0,0,1,Inf,0,Inf,1
"b_r2eheavy_resus_1_t1",35451.5507858967,0,0,1,Inf,0,Inf,1
"b_r2eheavy_ot_1_t1",35451.5507858967,1,13,1,Inf,14,Inf,1
"c_r1_technician_medic_1_t2",35472.2021668064,1,0,1,Inf,1,Inf,1
"c_r1_clinician_nurse_1_t2",35472.2021668064,1,0,1,Inf,1,Inf,1
"c_r2b_evac_1_medic_1_t1",35475.2668869657,0,0,1,Inf,0,Inf,1
"c_r2b_evac_1_medic_2_t1",35475.2668869657,0,0,1,Inf,0,Inf,1
"b_r2eheavy_resus_1_t1",35475.2668869657,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_2_facem_1_t1",35475.2668869657,1,1,1,Inf,2,Inf,1
"c_r2eheavy_emerg_2_facem_1_t1",35477.4082237902,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_2_nurse_1_t1",35477.4082237902,0,0,1,Inf,0,Inf,1
"c_r2eheavy_emerg_2_nurse_2_t1",35477.4082237902,0,0,1,Inf,0,Inf,1
"c_r2eheavy_emerg_2_nurse_3_t1",35477.4082237902,0,0,1,Inf,0,Inf,1
"c_r2eheavy_emerg_2_medic_1_t1",35477.4082237902,0,0,1,Inf,0,Inf,1
"b_r2eheavy_resus_2_t1",35477.4082237902,0,0,1,Inf,0,Inf,1
"b_r2eheavy_ot_1_t1",35477.4082237902,1,14,1,Inf,15,Inf,1
"c_r2eheavy_emerg_2_nurse_1_t1",35477.4082237902,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_2_nurse_2_t1",35477.4082237902,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_2_nurse_3_t1",35477.4082237902,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_2_medic_1_t1",35477.4082237902,1,0,1,Inf,1,Inf,1
"c_r1_clinician_nurse_1_t2",35487.4062432936,0,0,1,Inf,0,Inf,1
"c_r1_technician_medic_1_t2",35487.4062432936,0,0,1,Inf,0,Inf,1
"c_r2eheavy_emerg_2_facem_1_t1",35516.1138515823,0,0,1,Inf,0,Inf,1
"c_r2eheavy_emerg_2_nurse_1_t1",35516.1138515823,0,0,1,Inf,0,Inf,1
"c_r2eheavy_emerg_2_nurse_2_t1",35516.1138515823,0,0,1,Inf,0,Inf,1
"c_r2eheavy_emerg_2_nurse_3_t1",35516.1138515823,0,0,1,Inf,0,Inf,1
"c_r2eheavy_emerg_2_medic_1_t1",35516.1138515823,0,0,1,Inf,0,Inf,1
"b_r2eheavy_resus_1_t1",35516.1138515823,0,0,1,Inf,0,Inf,1
"b_r2eheavy_ot_2_t1",35516.1138515823,1,13,0,Inf,14,Inf,1
"c_r1_technician_medic_1_t1",35537.0825249054,1,0,1,Inf,1,Inf,1
"c_r1_clinician_nurse_1_t1",35537.0825249054,1,0,1,Inf,1,Inf,1
"b_r2b_hold_1_t2",35541.8920538183,1,2,1,Inf,3,Inf,1
"b_r2b_resus_1_t2",35541.8920538183,1,0,1,Inf,1,Inf,1
"b_r2b_hold_1_t2",35541.8920538183,1,1,1,Inf,2,Inf,1
"c_r2b_emerg_1_facem_1_t2",35541.8920538183,1,0,1,Inf,1,Inf,1
"c_r2b_emerg_1_nurse_1_t2",35541.8920538183,1,0,1,Inf,1,Inf,1
"c_r2b_emerg_1_nurse_2_t2",35541.8920538183,1,0,1,Inf,1,Inf,1
"c_r2b_emerg_1_nurse_3_t2",35541.8920538183,1,0,1,Inf,1,Inf,1
"c_r2b_emerg_1_medic_1_t2",35541.8920538183,1,0,1,Inf,1,Inf,1
"b_r2b_resus_2_t2",35541.8920538183,1,0,1,Inf,1,Inf,1
"b_r2b_hold_1_t2",35541.8920538183,1,0,1,Inf,1,Inf,1
"c_r2b_emerg_1_facem_1_t2",35541.8920538183,1,1,1,Inf,2,Inf,1
"b_r2b_resus_1_t2",35541.8920538183,1,1,1,Inf,2,Inf,1
"c_r2eheavy_surg_4_anesthetist_1_t1",35549.7886047109,1,1,1,Inf,2,Inf,1
"c_r2eheavy_surg_4_surgeon_1_t1",35549.7886047109,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_4_surgeon_2_t1",35549.7886047109,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_4_nurse_1_t1",35549.7886047109,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_4_nurse_2_t1",35549.7886047109,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_4_nurse_3_t1",35549.7886047109,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_4_nurse_4_t1",35549.7886047109,0,0,1,Inf,0,Inf,1
"b_r2eheavy_ot_2_t1",35549.7886047109,0,13,0,Inf,13,Inf,1
"b_r2eheavy_icu_3_t1",35549.7886047109,1,0,1,Inf,1,Inf,1
"c_r2eheavy_surg_4_surgeon_1_t1",35549.7886047109,1,0,1,Inf,1,Inf,1
"c_r2eheavy_surg_4_surgeon_2_t1",35549.7886047109,1,0,1,Inf,1,Inf,1
"c_r2eheavy_surg_4_nurse_1_t1",35549.7886047109,1,0,1,Inf,1,Inf,1
"c_r2eheavy_surg_4_nurse_2_t1",35549.7886047109,1,0,1,Inf,1,Inf,1
"c_r2eheavy_surg_4_nurse_3_t1",35549.7886047109,1,0,1,Inf,1,Inf,1
"c_r2eheavy_surg_4_nurse_4_t1",35549.7886047109,1,0,1,Inf,1,Inf,1
"c_r1_clinician_nurse_1_t1",35552.1418654166,0,0,1,Inf,0,Inf,1
"c_r1_technician_medic_1_t1",35552.1418654166,0,0,1,Inf,0,Inf,1
"t_PMVAmb_1",35552.1418654166,1,0,1,Inf,1,Inf,1
"c_r2b_surg_1_anesthetist_1_t2",35569.0487484664,0,0,1,Inf,0,Inf,1
"c_r2b_surg_1_surgeon_1_t2",35569.0487484664,0,0,1,Inf,0,Inf,1
"c_r2b_surg_1_surgeon_2_t2",35569.0487484664,0,0,1,Inf,0,Inf,1
"c_r2b_surg_1_medic_1_t2",35569.0487484664,0,0,1,Inf,0,Inf,1
"b_r2b_ot_1_t2",35569.0487484664,0,0,1,Inf,0,Inf,1
"c_r2b_evac_1_medic_1_t2",35569.0487484664,1,0,1,Inf,1,Inf,1
"c_r2b_evac_1_medic_2_t2",35569.0487484664,1,0,1,Inf,1,Inf,1
"t_PMVAmb_1",35573.8923306061,0,0,1,Inf,0,Inf,1
"b_r2b_hold_4_t1",35573.8923306061,1,0,1,Inf,1,Inf,1
"b_r2b_resus_1_t1",35573.8923306061,1,0,1,Inf,1,Inf,1
"b_r2b_hold_4_t1",35573.8923306061,0,0,1,Inf,0,Inf,1
"c_r2b_emerg_1_facem_1_t1",35573.8923306061,1,0,1,Inf,1,Inf,1
"c_r2b_emerg_1_nurse_1_t1",35573.8923306061,1,0,1,Inf,1,Inf,1
"c_r2b_emerg_1_nurse_2_t1",35573.8923306061,1,0,1,Inf,1,Inf,1
"c_r2b_emerg_1_nurse_3_t1",35573.8923306061,1,0,1,Inf,1,Inf,1
"c_r2b_emerg_1_medic_1_t1",35573.8923306061,1,0,1,Inf,1,Inf,1
"c_r2b_evac_1_medic_1_t2",35596.8978512395,0,0,1,Inf,0,Inf,1
"c_r2b_evac_1_medic_2_t2",35596.8978512395,0,0,1,Inf,0,Inf,1
"b_r2eheavy_resus_1_t1",35596.8978512395,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_2_facem_1_t1",35596.8978512395,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_2_nurse_1_t1",35596.8978512395,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_2_nurse_2_t1",35596.8978512395,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_2_nurse_3_t1",35596.8978512395,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_2_medic_1_t1",35596.8978512395,1,0,1,Inf,1,Inf,1
"c_r2b_emerg_1_facem_1_t2",35597.4899335057,1,0,1,Inf,1,Inf,1
"c_r2b_emerg_1_nurse_1_t2",35597.4899335057,0,0,1,Inf,0,Inf,1
"c_r2b_emerg_1_nurse_2_t2",35597.4899335057,0,0,1,Inf,0,Inf,1
"c_r2b_emerg_1_nurse_3_t2",35597.4899335057,0,0,1,Inf,0,Inf,1
"c_r2b_emerg_1_medic_1_t2",35597.4899335057,0,0,1,Inf,0,Inf,1
"b_r2b_resus_1_t2",35597.4899335057,1,0,1,Inf,1,Inf,1
"b_r2b_ot_1_t2",35597.4899335057,1,0,1,Inf,1,Inf,1
"c_r2b_surg_1_anesthetist_1_t2",35597.4899335057,1,0,1,Inf,1,Inf,1
"c_r2b_surg_1_surgeon_1_t2",35597.4899335057,1,0,1,Inf,1,Inf,1
"c_r2b_surg_1_surgeon_2_t2",35597.4899335057,1,0,1,Inf,1,Inf,1
"c_r2b_surg_1_medic_1_t2",35597.4899335057,1,0,1,Inf,1,Inf,1
"c_r2b_emerg_1_nurse_1_t2",35597.4899335057,1,0,1,Inf,1,Inf,1
"c_r2b_emerg_1_nurse_2_t2",35597.4899335057,1,0,1,Inf,1,Inf,1
"c_r2b_emerg_1_nurse_3_t2",35597.4899335057,1,0,1,Inf,1,Inf,1
"c_r2b_emerg_1_medic_1_t2",35597.4899335057,1,0,1,Inf,1,Inf,1
"b_r2b_hold_1_t2",35597.4899335057,0,0,1,Inf,0,Inf,1
"c_r2b_emerg_1_facem_1_t2",35597.4899335057,1,1,1,Inf,2,Inf,1
"b_r2eheavy_icu_3_t1",35613.4580490803,0,0,1,Inf,0,Inf,1
"c_r2b_emerg_1_facem_1_t1",35621.2993378072,0,0,1,Inf,0,Inf,1
"c_r2b_emerg_1_nurse_1_t1",35621.2993378072,0,0,1,Inf,0,Inf,1
"c_r2b_emerg_1_nurse_2_t1",35621.2993378072,0,0,1,Inf,0,Inf,1
"c_r2b_emerg_1_nurse_3_t1",35621.2993378072,0,0,1,Inf,0,Inf,1
"c_r2b_emerg_1_medic_1_t1",35621.2993378072,0,0,1,Inf,0,Inf,1
"b_r2b_resus_1_t1",35621.2993378072,0,0,1,Inf,0,Inf,1
"b_r2b_hold_4_t1",35621.2993378072,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_2_facem_1_t1",35637.2690663548,0,0,1,Inf,0,Inf,1
"c_r2eheavy_emerg_2_nurse_1_t1",35637.2690663548,0,0,1,Inf,0,Inf,1
"c_r2eheavy_emerg_2_nurse_2_t1",35637.2690663548,0,0,1,Inf,0,Inf,1
"c_r2eheavy_emerg_2_nurse_3_t1",35637.2690663548,0,0,1,Inf,0,Inf,1
"c_r2eheavy_emerg_2_medic_1_t1",35637.2690663548,0,0,1,Inf,0,Inf,1
"b_r2eheavy_resus_1_t1",35637.2690663548,0,0,1,Inf,0,Inf,1
"b_r2eheavy_ot_2_t1",35637.2690663548,0,14,0,Inf,14,Inf,1
"c_r2b_emerg_1_facem_1_t2",35653.6583794652,1,0,1,Inf,1,Inf,1
"c_r2b_emerg_1_nurse_1_t2",35653.6583794652,0,0,1,Inf,0,Inf,1
"c_r2b_emerg_1_nurse_2_t2",35653.6583794652,0,0,1,Inf,0,Inf,1
"c_r2b_emerg_1_nurse_3_t2",35653.6583794652,0,0,1,Inf,0,Inf,1
"c_r2b_emerg_1_medic_1_t2",35653.6583794652,0,0,1,Inf,0,Inf,1
"b_r2b_resus_2_t2",35653.6583794652,0,0,1,Inf,0,Inf,1
"b_r2b_ot_1_t2",35653.6583794652,1,1,1,Inf,2,Inf,1
"c_r2b_emerg_1_nurse_1_t2",35653.6583794652,1,0,1,Inf,1,Inf,1
"c_r2b_emerg_1_nurse_2_t2",35653.6583794652,1,0,1,Inf,1,Inf,1
"c_r2b_emerg_1_nurse_3_t2",35653.6583794652,1,0,1,Inf,1,Inf,1
"c_r2b_emerg_1_medic_1_t2",35653.6583794652,1,0,1,Inf,1,Inf,1
"c_r2b_emerg_1_facem_1_t2",35691.3823340396,0,0,1,Inf,0,Inf,1
"c_r2b_emerg_1_nurse_1_t2",35691.3823340396,0,0,1,Inf,0,Inf,1
"c_r2b_emerg_1_nurse_2_t2",35691.3823340396,0,0,1,Inf,0,Inf,1
"c_r2b_emerg_1_nurse_3_t2",35691.3823340396,0,0,1,Inf,0,Inf,1
"c_r2b_emerg_1_medic_1_t2",35691.3823340396,0,0,1,Inf,0,Inf,1
"b_r2b_resus_1_t2",35691.3823340396,0,0,1,Inf,0,Inf,1
"b_r2b_ot_1_t2",35691.3823340396,1,2,1,Inf,3,Inf,1
"c_r2eheavy_surg_4_anesthetist_1_t1",35742.3404237453,1,0,1,Inf,1,Inf,1
"c_r2eheavy_surg_4_surgeon_1_t1",35742.3404237453,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_4_surgeon_2_t1",35742.3404237453,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_4_nurse_1_t1",35742.3404237453,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_4_nurse_2_t1",35742.3404237453,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_4_nurse_3_t1",35742.3404237453,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_4_nurse_4_t1",35742.3404237453,0,0,1,Inf,0,Inf,1
"b_r2eheavy_ot_3_t1",35742.3404237453,1,12,1,Inf,13,Inf,1
"b_r2eheavy_icu_3_t1",35742.3404237453,1,0,1,Inf,1,Inf,1
"c_r2eheavy_surg_4_surgeon_1_t1",35742.3404237453,1,0,1,Inf,1,Inf,1
"c_r2eheavy_surg_4_surgeon_2_t1",35742.3404237453,1,0,1,Inf,1,Inf,1
"c_r2eheavy_surg_4_nurse_1_t1",35742.3404237453,1,0,1,Inf,1,Inf,1
"c_r2eheavy_surg_4_nurse_2_t1",35742.3404237453,1,0,1,Inf,1,Inf,1
"c_r2eheavy_surg_4_nurse_3_t1",35742.3404237453,1,0,1,Inf,1,Inf,1
"c_r2eheavy_surg_4_nurse_4_t1",35742.3404237453,1,0,1,Inf,1,Inf,1
"c_r2eheavy_surg_4_anesthetist_1_t1",35742.3404237453,1,1,1,Inf,2,Inf,1
"c_r2b_surg_1_anesthetist_1_t2",35749.0495635986,0,0,1,Inf,0,Inf,1
"c_r2b_surg_1_surgeon_1_t2",35749.0495635986,0,0,1,Inf,0,Inf,1
"c_r2b_surg_1_surgeon_2_t2",35749.0495635986,0,0,1,Inf,0,Inf,1
"c_r2b_surg_1_medic_1_t2",35749.0495635986,0,0,1,Inf,0,Inf,1
"b_r2b_ot_1_t2",35749.0495635986,1,1,1,Inf,2,Inf,1
"c_r2b_evac_1_medic_1_t2",35749.0495635986,1,0,1,Inf,1,Inf,1
"c_r2b_evac_1_medic_2_t2",35749.0495635986,1,0,1,Inf,1,Inf,1
"c_r2b_surg_1_anesthetist_1_t2",35749.0495635986,1,0,1,Inf,1,Inf,1
"c_r2b_surg_1_surgeon_1_t2",35749.0495635986,1,0,1,Inf,1,Inf,1
"c_r2b_surg_1_surgeon_2_t2",35749.0495635986,1,0,1,Inf,1,Inf,1
"c_r2b_surg_1_medic_1_t2",35749.0495635986,1,0,1,Inf,1,Inf,1
"c_r2b_evac_1_medic_1_t2",35769.2217623413,0,0,1,Inf,0,Inf,1
"c_r2b_evac_1_medic_2_t2",35769.2217623413,0,0,1,Inf,0,Inf,1
"b_r2eheavy_resus_1_t1",35769.2217623413,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_2_facem_1_t1",35769.2217623413,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_2_nurse_1_t1",35769.2217623413,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_2_nurse_2_t1",35769.2217623413,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_2_nurse_3_t1",35769.2217623413,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_2_medic_1_t1",35769.2217623413,1,0,1,Inf,1,Inf,1
"c_r1_technician_medic_1_t1",35773.6736169292,1,0,1,Inf,1,Inf,1
"c_r1_clinician_nurse_1_t1",35773.6736169292,1,0,1,Inf,1,Inf,1
"b_r2eheavy_icu_3_t1",35776.7185273386,0,0,1,Inf,0,Inf,1
"c_r1_technician_medic_2_t1",35781.5850587599,1,0,1,Inf,1,Inf,1
"c_r1_clinician_doctor_1_t1",35781.5850587599,1,0,1,Inf,1,Inf,1
"c_r1_clinician_nurse_1_t1",35790.318108591,0,0,1,Inf,0,Inf,1
"c_r1_technician_medic_1_t1",35790.318108591,0,0,1,Inf,0,Inf,1
"t_PMVAmb_1",35790.318108591,1,0,1,Inf,1,Inf,1
"c_r1_clinician_doctor_1_t1",35801.9011745718,0,0,1,Inf,0,Inf,1
"c_r1_technician_medic_2_t1",35801.9011745718,0,0,1,Inf,0,Inf,1
"t_PMVAmb_2",35801.9011745718,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_2_facem_1_t1",35803.8478747159,0,0,1,Inf,0,Inf,1
"c_r2eheavy_emerg_2_nurse_1_t1",35803.8478747159,0,0,1,Inf,0,Inf,1
"c_r2eheavy_emerg_2_nurse_2_t1",35803.8478747159,0,0,1,Inf,0,Inf,1
"c_r2eheavy_emerg_2_nurse_3_t1",35803.8478747159,0,0,1,Inf,0,Inf,1
"c_r2eheavy_emerg_2_medic_1_t1",35803.8478747159,0,0,1,Inf,0,Inf,1
"b_r2eheavy_resus_1_t1",35803.8478747159,0,0,1,Inf,0,Inf,1
"b_r2eheavy_ot_3_t1",35803.8478747159,1,13,1,Inf,14,Inf,1
"t_PMVAmb_1",35817.4168403604,0,0,1,Inf,0,Inf,1
"b_r2b_hold_4_t1",35817.4168403604,1,1,1,Inf,2,Inf,1
"t_PMVAmb_2",35821.4067518528,0,0,1,Inf,0,Inf,1
"b_r2b_hold_2_t1",35821.4067518528,1,2,1,Inf,3,Inf,1
"c_r2eheavy_surg_4_anesthetist_1_t1",35878.1213017155,1,0,1,Inf,1,Inf,1
"c_r2eheavy_surg_4_surgeon_1_t1",35878.1213017155,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_4_surgeon_2_t1",35878.1213017155,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_4_nurse_1_t1",35878.1213017155,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_4_nurse_2_t1",35878.1213017155,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_4_nurse_3_t1",35878.1213017155,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_4_nurse_4_t1",35878.1213017155,0,0,1,Inf,0,Inf,1
"b_r2eheavy_ot_1_t1",35878.1213017155,1,13,1,Inf,14,Inf,1
"b_r2eheavy_icu_3_t1",35878.1213017155,1,0,1,Inf,1,Inf,1
"c_r2eheavy_surg_4_anesthetist_1_t1",35878.1213017155,1,1,1,Inf,2,Inf,1
"c_r2eheavy_surg_4_surgeon_1_t1",35878.1213017155,1,0,1,Inf,1,Inf,1
"c_r2eheavy_surg_4_surgeon_2_t1",35878.1213017155,1,0,1,Inf,1,Inf,1
"c_r2eheavy_surg_4_nurse_1_t1",35878.1213017155,1,0,1,Inf,1,Inf,1
"c_r2eheavy_surg_4_nurse_2_t1",35878.1213017155,1,0,1,Inf,1,Inf,1
"c_r2eheavy_surg_4_nurse_3_t1",35878.1213017155,1,0,1,Inf,1,Inf,1
"c_r2eheavy_surg_4_nurse_4_t1",35878.1213017155,1,0,1,Inf,1,Inf,1
"b_r2eheavy_icu_3_t1",35929.1574001195,0,0,1,Inf,0,Inf,1
"c_r2b_surg_1_anesthetist_1_t2",35963.0602145767,0,0,1,Inf,0,Inf,1
"c_r2b_surg_1_surgeon_1_t2",35963.0602145767,0,0,1,Inf,0,Inf,1
"c_r2b_surg_1_surgeon_2_t2",35963.0602145767,0,0,1,Inf,0,Inf,1
"c_r2b_surg_1_medic_1_t2",35963.0602145767,0,0,1,Inf,0,Inf,1
"b_r2b_ot_1_t2",35963.0602145767,1,0,1,Inf,1,Inf,1
"c_r2b_evac_1_medic_1_t2",35963.0602145767,1,0,1,Inf,1,Inf,1
"c_r2b_evac_1_medic_2_t2",35963.0602145767,1,0,1,Inf,1,Inf,1
"c_r2b_surg_1_anesthetist_1_t2",35963.0602145767,1,0,1,Inf,1,Inf,1
"c_r2b_surg_1_surgeon_1_t2",35963.0602145767,1,0,1,Inf,1,Inf,1
"c_r2b_surg_1_surgeon_2_t2",35963.0602145767,1,0,1,Inf,1,Inf,1
"c_r2b_surg_1_medic_1_t2",35963.0602145767,1,0,1,Inf,1,Inf,1
"c_r2b_evac_1_medic_1_t2",35986.7124524814,0,0,1,Inf,0,Inf,1
"c_r2b_evac_1_medic_2_t2",35986.7124524814,0,0,1,Inf,0,Inf,1
"b_r2eheavy_resus_1_t1",35986.7124524814,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_2_facem_1_t1",35986.7124524814,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_2_nurse_1_t1",35986.7124524814,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_2_nurse_2_t1",35986.7124524814,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_2_nurse_3_t1",35986.7124524814,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_2_medic_1_t1",35986.7124524814,1,0,1,Inf,1,Inf,1
"c_r2b_surg_1_anesthetist_1_t2",36000,1,0,0,Inf,1,Inf,1
"c_r2b_surg_1_surgeon_1_t2",36000,1,0,0,Inf,1,Inf,1
"c_r2b_surg_1_surgeon_2_t2",36000,1,0,0,Inf,1,Inf,1
"c_r2b_surg_1_medic_1_t2",36000,1,0,0,Inf,1,Inf,1
"b_r2b_ot_1_t2",36000,1,0,0,Inf,1,Inf,1
